Experiment 1		run: 1		seed: 316
(3,1)	-0.75	-0.5	0	-0.75
(3,2)	-0.75	-0.75	-0.75	-0.75
(3,3)	-0.9375	-0.9375	-0.875	-0.5210213470458984
(3,4)	-0.75	-0.17193913109600556	-0.75	-0.96875
(3,5)	2.7781249999859026	0	-0.99609375	-0.99609375
(4,1)	0	-0.5	0	0.22499999999999998
(4,2)	-0.5	-0.364013671875	-0.5	-0.19730937957763683
(4,3)	-0.875	-0.75	-0.75	2.7781124949455256
(4,4)	-0.9375	-0.9375	-0.75	-0.16656700035432148
(4,5)	-0.1845270313322545	0	-0.9375	-0.96875
(5,1)	0	0	0	0
(5,2)	-0.9375	2.777681732177734	1.6875	0
(5,3)	-0.166646432876587	-0.16656250000000028	-0.16721723556518575	0
(5,4)	-0.9999923706054688	-0.9999923706054688	2.7781249999999993	0
(5,5)	-0.984375	0	-0.16656499650354833	0


step :	1800
x = 0
		N	E	W	S
(1,1)	0	0	0	0
(1,2)	0	0	0.475	-0.5
(1,3)	0	-0.5	-0.5	-0.2596887207031251
(1,4)	0	-0.875	-0.75	-0.75
(1,5)	0	0	-0.9375	-0.984375
(2,1)	1.5625	-0.75	0	-0.75
(2,2)	-0.5	-0.5	-0.9375	-0.13537109375000006
(2,3)	-0.875	-0.875	-0.75	2.775411987304687
(2,4)	-0.75	-0.75	-0.875	-0.34304016113281255
(2,5)	-0.984375	0	-0.96875	-0.984375
(3,1)	-0.768125	-0.31303230285644545	0	-0.75
(3,2)	-0.75	2.7779554367065424	-0.875	-0.75
(3,3)	-0.17116111755371105	-0.17237533569335947	-0.1945617675781251	-0.16656250000000028
(3,4)	-0.75	-0.75	2.777680206298828	-0.9375
(3,5)	-0.9375	0	-0.5549414062500001	-0.256882329936575
(4,1)	-0.9375	-0.875	0	-0.9375
(4,2)	-0.17157842636108406	-0.659375	-0.75	-0.75
(4,3)	2.7781249999999993	-0.99609375	-0.99609375	-0.998046875
(4,4)	-0.2089093780517579	-0.18673218094577532	-0.17723144531993879	-0.1665625000002413
(4,5)	-0.984375	0	-0.96875	2.7781249999997097
(5,1)	-0.9921875	-0.9375	0	0
(5,2)	-0.875	-0.875	-0.875	0
(5,3)	-0.1688727300635031	-0.1665625005259861	-0.875	0
(5,4)	-0.9999999999995453	2.7781249999999993	-0.9999999981373549	0
(5,5)	-0.16656250000315947	0	-0.16656250000000028	0


x = 1
		N	E	W	S
(1,1)	0	-0.984375	0	-0.984375
(1,2)	0	-0.96875	-0.9375	-0.9375
(1,3)	0	-0.875	-0.9375	-0.875
(1,4)	0	-0.37646484375	-0.75	-0.75
(1,5)	0	0	-0.5	2.777843856811523
(2,1)	-0.9375	-0.9375	0	-0.875
(2,2)	-0.875	-0.9375	-0.875	-0.875
(2,3)	-0.875	-0.3380419921875001	-0.875	-0.875
(2,4)	-0.75	2.7496582031249996	-0.75	-0.5
(2,5)	-0.16763862609863295	0	-0.2382177734375001	-0.16656250005588172
(3,1)	-0.75	-0.5	0	-0.75
(3,2)	-0.75	-0.75	-0.75	-0.75
(3,3)	-0.9375	-0.9375	-0.875	-0.5210213470458984
(3,4)	-0.75	-0.17193913109600556	-0.75	-0.96875
(3,5)	2.7781249999859026	0	-0.99609375	-0.99609375
(4,1)	0	-0.5	0	0.22499999999999998
(4,2)	-0.5	-0.364013671875	-0.5	-0.19730937957763683
(4,3)	-0.875	-0.75	-0.75	2.7781124949455256
(4,4)	-0.9375	-0.9375	-0.75	-0.16656700035432148
(4,5)	-0.1845270313322545	0	-0.9375	-0.96875
(5,1)	0	0	0	0
(5,2)	-0.9375	2.777681732177734	1.6875	0
(5,3)	-0.166646432876587	-0.16656250000000028	-0.16721723556518575	0
(5,4)	-0.9999923706054688	-0.9999923706054688	2.7781249999999993	0
(5,5)	-0.984375	0	-0.16656499650354833	0


step :	1900
x = 0
		N	E	W	S
(1,1)	0	0	0	0
(1,2)	0	0	0.475	-0.5
(1,3)	0	-0.5	-0.5	-0.2596887207031251
(1,4)	0	-0.875	-0.75	-0.75
(1,5)	0	0	-0.9375	-0.984375
(2,1)	1.5625	-0.75	0	-0.75
(2,2)	-0.5	-0.5	-0.9375	-0.13537109375000006
(2,3)	-0.875	-0.875	-0.75	2.775411987304687
(2,4)	-0.75	-0.75	-0.875	-0.34304016113281255
(2,5)	-0.984375	0	-0.96875	-0.984375
(3,1)	-0.768125	-0.31303230285644545	0	-0.75
(3,2)	-0.75	2.7779554367065424	-0.875	-0.75
(3,3)	-0.17116111755371105	-0.17237533569335947	-0.1945617675781251	-0.16656250000000028
(3,4)	-0.75	-0.75	2.777680206298828	-0.9375
(3,5)	-0.9375	0	-0.5549414062500001	-0.21172241496828897
(4,1)	-0.9375	-0.875	0	-0.9375
(4,2)	-0.17157842636108406	-0.659375	-0.75	-0.75
(4,3)	2.7781249999999993	-0.99609375	-0.99609375	-0.9990234375
(4,4)	-0.2089093780517579	-0.18673218094577532	-0.17723144531993879	-0.16656250000000405
(4,5)	-0.9921875	0	-0.9921875	2.778124999999995
(5,1)	-0.9921875	-0.9375	0	0
(5,2)	-0.875	-0.875	-0.875	0
(5,3)	-0.1677176150317517	-0.16656250006574852	-0.875	0
(5,4)	-0.9999999999999716	2.7781249999999993	-0.9999999997671694	0
(5,5)	-0.16656250000001596	0	-0.16656250000000028	0


x = 1
		N	E	W	S
(1,1)	0	-0.984375	0	-0.984375
(1,2)	0	-0.96875	-0.9375	-0.9375
(1,3)	0	-0.875	-0.9375	-0.875
(1,4)	0	-0.37646484375	-0.75	-0.75
(1,5)	0	0	-0.5	2.777843856811523
(2,1)	-0.9375	-0.9375	0	-0.875
(2,2)	-0.875	-0.9375	-0.875	-0.875
(2,3)	-0.875	-0.3380419921875001	-0.875	-0.875
(2,4)	-0.75	2.7496582031249996	-0.75	-0.5
(2,5)	-0.16763862609863295	0	-0.2382177734375001	-0.16656250005588172
(3,1)	-0.75	-0.5	0	-0.75
(3,2)	-0.75	-0.75	-0.75	-0.75
(3,3)	-0.9375	-0.9375	-0.875	-0.5210213470458984
(3,4)	-0.75	-0.17193913109600556	-0.75	-0.96875
(3,5)	2.7781249999859026	0	-0.99609375	-0.99609375
(4,1)	0	-0.5	0	0.22499999999999998
(4,2)	-0.5	-0.364013671875	-0.5	-0.19730937957763683
(4,3)	-0.875	-0.75	-0.75	2.7781124949455256
(4,4)	-0.9375	-0.9375	-0.75	-0.16656700035432148
(4,5)	-0.1845270313322545	0	-0.9375	-0.96875
(5,1)	0	0	0	0
(5,2)	-0.9375	2.777681732177734	1.6875	0
(5,3)	-0.166646432876587	-0.16656250000000028	-0.16721723556518575	0
(5,4)	-0.9999923706054688	-0.9999923706054688	2.7781249999999993	0
(5,5)	-0.984375	0	-0.16656499650354833	0


step :	2000
x = 0
		N	E	W	S
(1,1)	0	0	0	0
(1,2)	0	0	0.475	-0.5
(1,3)	0	-0.5	-0.5	-0.2596887207031251
(1,4)	0	-0.875	-0.75	-0.75
(1,5)	0	0	-0.9375	-0.984375
(2,1)	1.5625	-0.75	0	-0.75
(2,2)	-0.5	-0.5	-0.9375	-0.13537109375000006
(2,3)	-0.875	-0.875	-0.75	2.7767684936523436
(2,4)	-0.75	-0.75	-0.875	-0.34304016113281255
(2,5)	-0.984375	0	-0.96875	-0.984375
(3,1)	-0.768125	-0.31303230285644545	0	-0.75
(3,2)	-0.75	2.7780402183532713	-0.875	-0.75
(3,3)	-0.1692687606811525	-0.17237533569335947	-0.18058756828308117	-0.16656250000000028
(3,4)	-0.75	-0.75	2.777902603149414	-0.9375
(3,5)	-0.9375	0	-0.5549414062500001	-0.21172241496828897
(4,1)	-0.9375	-0.875	0	-0.9375
(4,2)	-0.17157842636108406	-0.659375	-0.75	-0.75
(4,3)	2.7781249999999993	-0.99609375	-0.99609375	-0.999755859375
(4,4)	-0.18780265808105479	-0.18673218094577532	-0.17723144531993879	-0.16656250000000028
(4,5)	-0.9921875	0	-0.998046875	2.778124999999995
(5,1)	-0.9921875	-0.9375	0	0
(5,2)	-0.875	-0.875	-0.875	0
(5,3)	-0.167140057515876	-0.1665625000010276	-0.875	0
(5,4)	-0.9999999999999998	2.7781249999999993	-0.999999999992724	0
(5,5)	-0.1665625000000052	0	-0.16656250000000028	0


x = 1
		N	E	W	S
(1,1)	0	-0.984375	0	-0.984375
(1,2)	0	-0.96875	-0.9375	-0.9375
(1,3)	0	-0.875	-0.9375	-0.875
(1,4)	0	-0.37646484375	-0.75	-0.75
(1,5)	0	0	-0.5	2.777843856811523
(2,1)	-0.9375	-0.9375	0	-0.875
(2,2)	-0.875	-0.9375	-0.875	-0.875
(2,3)	-0.875	-0.3380419921875001	-0.875	-0.875
(2,4)	-0.75	2.7496582031249996	-0.75	-0.5
(2,5)	-0.16763862609863295	0	-0.2382177734375001	-0.16656250005588172
(3,1)	-0.75	-0.5	0	-0.75
(3,2)	-0.75	-0.75	-0.75	-0.75
(3,3)	-0.9375	-0.9375	-0.875	-0.5210213470458984
(3,4)	-0.75	-0.17193913109600556	-0.75	-0.96875
(3,5)	2.7781249999859026	0	-0.99609375	-0.99609375
(4,1)	0	-0.5	0	0.22499999999999998
(4,2)	-0.5	-0.364013671875	-0.5	-0.19730937957763683
(4,3)	-0.875	-0.75	-0.75	2.7781124949455256
(4,4)	-0.9375	-0.9375	-0.75	-0.16656700035432148
(4,5)	-0.1845270313322545	0	-0.9375	-0.96875
(5,1)	0	0	0	0
(5,2)	-0.9375	2.777681732177734	1.6875	0
(5,3)	-0.166646432876587	-0.16656250000000028	-0.16721723556518575	0
(5,4)	-0.9999923706054688	-0.9999923706054688	2.7781249999999993	0
(5,5)	-0.984375	0	-0.16656499650354833	0


step :	2100
x = 0
		N	E	W	S
(1,1)	0	0	0	0
(1,2)	0	0	0.475	-0.5
(1,3)	0	-0.5	-0.5	-0.2596887207031251
(1,4)	0	-0.875	-0.75	-0.75
(1,5)	0	0	-0.9375	-0.984375
(2,1)	2.109375	-0.75	0	-0.75
(2,2)	-0.5	-0.5	-0.734375	-0.13537109375000006
(2,3)	-0.875	-0.875	-0.875	2.777446746826172
(2,4)	-0.75	-0.75	-0.875	-0.34304016113281255
(2,5)	-0.984375	0	-0.96875	-0.984375
(3,1)	-0.768125	-0.31303230285644545	0	-0.75
(3,2)	-0.75	2.7781144022941584	-0.875	-0.875
(3,3)	-0.1674425411224366	-0.16950227737426765	-0.17358139276504525	-0.16656250000000028
(3,4)	-0.75	-0.75	2.7780138015747067	-0.9375
(3,5)	-0.9375	0	-0.5549414062500001	-0.1891424574841453
(4,1)	-0.9375	-0.875	0	-0.9375
(4,2)	-0.16719743907451642	-0.41296875000000016	-0.75	-0.75
(4,3)	2.7781249999999993	-0.998046875	-0.9990234375	-0.999755859375
(4,4)	-0.18780265808105479	-0.18673218094577532	-0.17189697265996953	-0.16656250000000028
(4,5)	-0.99609375	0	-0.998046875	2.7781249999999993
(5,1)	-0.9921875	-0.9375	0	0
(5,2)	-0.9375	-0.875	-0.875	0
(5,3)	-0.167140057515876	-0.1665625000002571	-0.9375	0
(5,4)	-0.9999999999999999	2.7781249999999993	-0.9999999999990905	0
(5,5)	-0.16656250000000128	0	-0.16656250000000028	0


x = 1
		N	E	W	S
(1,1)	0	-0.9990234375	0	-0.998046875
(1,2)	0	-0.984375	-0.9921875	-0.984375
(1,3)	0	-0.9375	-0.9375	-0.9375
(1,4)	0	-0.37646484375	-0.875	-0.75
(1,5)	0	0	-0.5	2.777843856811523
(2,1)	-0.9921875	-0.984375	0	-0.96875
(2,2)	-0.96875	-0.9375	-0.96875	-0.9375
(2,3)	-0.9375	-0.3380419921875001	-0.875	-0.875
(2,4)	-0.75	2.7496582031249996	-0.75	-0.5
(2,5)	-0.16763862609863295	0	-0.2382177734375001	-0.16656250005588172
(3,1)	-0.9375	-0.75	0	-0.75
(3,2)	-0.875	-0.75	-0.875	-0.75
(3,3)	-0.9375	-0.9375	-0.875	-0.5210213470458984
(3,4)	-0.75	-0.17193913109600556	-0.75	-0.96875
(3,5)	2.7781249999859026	0	-0.99609375	-0.99609375
(4,1)	0	-0.5	0	0.22499999999999998
(4,2)	-0.5	-0.364013671875	-0.5	-0.19730937957763683
(4,3)	-0.875	-0.75	-0.75	2.7781124949455256
(4,4)	-0.9375	-0.9375	-0.75	-0.16656700035432148
(4,5)	-0.1845270313322545	0	-0.9375	-0.96875
(5,1)	0	0	0	0
(5,2)	-0.9375	2.777681732177734	1.6875	0
(5,3)	-0.166646432876587	-0.16656250000000028	-0.16721723556518575	0
(5,4)	-0.9999923706054688	-0.9999923706054688	2.7781249999999993	0
(5,5)	-0.984375	0	-0.16656499650354833	0


Terminal state reached at this iteration
step :	2989
x = 0
		N	E	W	S
(1,1)	0	0	0	0
(1,2)	0	0	0.475	-0.5
(1,3)	0	-0.5	-0.5	-0.2596887207031251
(1,4)	0	-0.875	-0.75	-0.75
(1,5)	0	0	-0.9375	-0.984375
(2,1)	2.109375	-0.75	0	-0.75
(2,2)	-0.5	-0.5	-0.734375	-0.13537109375000006
(2,3)	-0.875	-0.875	-0.875	2.777446746826172
(2,4)	-0.75	-0.75	-0.875	-0.34304016113281255
(2,5)	-0.984375	0	-0.96875	-0.984375
(3,1)	-0.768125	-0.31303230285644545	0	-0.75
(3,2)	-0.75	2.7781144022941584	-0.875	-0.875
(3,3)	-0.1674425411224366	-0.16950227737426765	-0.17358139276504525	-0.16656250000000028
(3,4)	-0.75	-0.75	2.7780138015747067	-0.9375
(3,5)	-0.9375	0	-0.5549414062500001	-0.1891424574841453
(4,1)	-0.9375	-0.875	0	-0.9375
(4,2)	-0.16719743907451642	-0.41296875000000016	-0.75	-0.75
(4,3)	2.7781249999999993	-0.998046875	-0.9990234375	-0.999755859375
(4,4)	-0.18780265808105479	-0.18673218094577532	-0.17189697265996953	-0.16656250000000028
(4,5)	-0.99609375	0	-0.998046875	2.7781249999999993
(5,1)	-0.9921875	-0.9375	0	0
(5,2)	-0.9375	-0.875	-0.875	0
(5,3)	-0.167140057515876	-0.1665625000002571	-0.9375	0
(5,4)	-0.9999999999999999	2.7781249999999993	-0.9999999999990905	0
(5,5)	-0.16656250000000128	0	-0.16656250000000028	0


x = 1
		N	E	W	S
(1,1)	0	-0.9990234375	0	-0.998046875
(1,2)	0	-0.984375	-0.9921875	-0.984375
(1,3)	0	-0.96875	-0.9375	-0.96875
(1,4)	0	-0.17312340058939313	-0.875	-0.45828125003181414
(1,5)	0	0	-0.9375	2.7781249997318804
(2,1)	-0.9921875	-0.984375	0	-0.96875
(2,2)	-0.96875	-0.96875	-0.96875	-0.9375
(2,3)	-0.96875	-0.16990957914613322	-0.9375	-0.9375
(2,4)	-0.9375	2.778124999946976	-0.9921875	-0.9921875
(2,5)	-0.16656250764426672	0	-0.16656250012018842	-0.16656250000000028
(3,1)	-0.9375	-0.75	0	-0.75
(3,2)	-0.875	-0.875	-0.875	-0.75
(3,3)	-0.984375	-0.96875	-0.9375	-0.17763945923898078
(3,4)	-0.31243021489780415	-0.1665625000400593	-0.96875	-0.9990234375
(3,5)	2.7781249999999993	0	-0.9999999999854481	-0.9999999999854481
(4,1)	0	-0.5	0	0.22499999999999998
(4,2)	-0.5	-0.364013671875	-0.5	-0.16848976410925398
(4,3)	-0.9921875	-0.984375	-0.875	2.778124999998509
(4,4)	-0.984375	-0.96875	-0.23949242197513806	-0.16656250003433526
(4,5)	-0.16656250000836567	0	-0.96875	-0.9921875
(5,1)	0	0	0	0
(5,2)	-0.9921875	2.7781249458901582	2.171875	0
(5,3)	-0.16656250001472978	-0.16656250000000028	-0.1665627584862524	0
(5,4)	-0.9999999990686774	-0.9999999981373549	2.7781249999999993	0
(5,5)	-0.99951171875	0	-0.16656250487598379	0


Terminal state reached at this iteration
step :	3822
x = 0
		N	E	W	S
(1,1)	0	0	0	0
(1,2)	0	-0.5	1.68369140625	-0.5
(1,3)	0	-0.75	-0.5	-0.13130235637188897
(1,4)	0	-0.96875	-0.9375	-0.9375
(1,5)	0	0	-0.99609375	-0.9921875
(2,1)	2.8201171874999997	-0.75	0	-0.875
(2,2)	-0.768125	-0.5	-0.2762695312500001	-0.1312759071919039
(2,3)	-0.99951171875	-0.96875	-0.96875	2.8961905003001447
(2,4)	-0.875	-0.75	-0.5030718326324132	-0.15103318682551622
(2,5)	-0.99609375	0	-0.9921875	-0.9921875
(3,1)	-0.36253906250000006	-0.1340225453430322	0	-0.75
(3,2)	-0.9990234375	2.89619140625	-0.99609375	-0.999969482421875
(3,3)	-0.13114631774904414	-0.13116778311297828	-0.13114257812500008	-0.13114854067564016
(3,4)	-0.75	-0.875	2.8961900691916522	-0.9375
(3,5)	-0.9375	0	-0.3430452011275339	-0.17785247874207277
(4,1)	-0.984375	-0.96875	0	-0.984375
(4,2)	-0.13114957170802646	-0.20988281250000013	-0.9375	-0.75
(4,3)	2.8961902439594267	-0.99951171875	-0.999755859375	-0.999755859375
(4,4)	-0.18780265808105479	-0.18673218094577532	-0.15152256488986027	-0.13864074707031263
(4,5)	-0.99609375	0	-0.998046875	2.8371582031249996
(5,1)	-0.99951171875	-0.99951171875	0	0
(5,2)	-0.984375	-0.984375	-0.9921875	0
(5,3)	-0.14149797593948457	-0.15513671875000815	-0.984375	0
(5,4)	-1.0	2.89381103515625	-0.9999999999997726	0
(5,5)	-0.16656250000000128	0	-0.13424896240234385	0


x = 1
		N	E	W	S
(1,1)	0	-0.9998779296875	0	-0.999755859375
(1,2)	0	-0.99609375	-0.9921875	-0.9921875
(1,3)	0	-0.984375	-0.9375	-0.984375
(1,4)	0	-0.16820272520767524	-0.875	-0.45828125003181414
(1,5)	0	0	-0.96875	2.8352539061159403
(2,1)	-0.99609375	-0.9921875	0	-0.9921875
(2,2)	-0.96875	-0.984375	-0.96875	-0.984375
(2,3)	-0.96875	-0.16739926979846373	-0.9375	-0.9375
(2,4)	-0.9375	2.778124999946976	-0.9921875	-0.998046875
(2,5)	-0.16656250764426672	0	-0.16656250012018842	-0.16656250000000028
(3,1)	-0.96875	-0.875	0	-0.5870800781250001
(3,2)	-0.9375	-0.875	-0.9375	-0.9375
(3,3)	-0.984375	-0.984375	-0.96875	-0.1499554630287498
(3,4)	-0.31243021489780415	-0.1551367187550075	-0.96875	-0.9990234375
(3,5)	2.8619140625	0	-0.9999999999854481	-0.999999999992724
(4,1)	-0.5	-0.875	0	2.8121215820312497
(4,2)	-0.5	-0.254147949218778	-0.28022949218750004	-0.13117810913063577
(4,3)	-0.99609375	-0.984375	-0.9375	2.8961907379329204
(4,4)	-0.984375	-0.96875	-0.23949242197513806	-0.14002015353107528
(4,5)	-0.16656250000209163	0	-0.984375	-0.9921875
(5,1)	-0.14879882812500006	-0.1311265695098222	0	0
(5,2)	-0.9999961853027344	2.89619140625	2.896158957481384	0
(5,3)	-0.13114642675966054	-0.13114378545433292	-0.13114257812500008	0
(5,4)	-0.9999999995343387	-0.9999999998835847	2.8961912754923103	0
(5,5)	-0.9998779296875	0	-0.13234606539914645	0


Terminal state reached at this iteration
step :	4986
x = 0
		N	E	W	S
(1,1)	0	-0.2802319335937501	0	-0.13112594604492195
(1,2)	0	-0.75	2.2899414062499996	-0.5
(1,3)	0	-0.8591375473025854	-0.5	-0.13118254179660205
(1,4)	0	1.8678294017729047	-0.96875	-0.984375
(1,5)	0	0	-0.99609375	-0.9921875
(2,1)	2.8961542606353756	-0.75	0	-0.96875
(2,2)	-0.768125	-0.15419616806654807	-0.17330818176269536	-0.13114257914222013
(2,3)	-0.999969482421875	-0.96875	2.5439453125	2.896191406248272
(2,4)	-0.8122625473025854	-0.8688880493168587	-0.5030718326324132	-0.13122027878065132
(2,5)	1.0792485351517254	0	-0.9990234375	-0.99609375
(3,1)	-0.25825195312500004	-0.13114262206981236	0	-0.9375
(3,2)	2.7781238377676347	2.89619140625	-0.9999998807907104	-0.9999999999854481
(3,3)	-0.13114257813222632	-0.1311425781300847	-0.13114257812500008	-0.131142578125428
(3,4)	-0.9921875	-0.9375	2.896191406249362	2.5230468749999995
(3,5)	-0.9375	0	-0.3430452011275339	-0.1494612886308308
(4,1)	-0.99609375	-0.998046875	0	-0.9990234375
(4,2)	-0.1311425781254169	-0.14098511840879843	-0.99609375	-0.75
(4,3)	2.8961914062499994	2.290655517578125	-0.9999847412109375	-0.99993896484375
(4,4)	-0.18780265808105479	-0.18673218094577532	-0.1413325715074354	-0.13114623936559877
(4,5)	-0.99609375	0	2.306103515625	2.8952690124511715
(5,1)	-0.999969482421875	-0.9999847412109375	0	0
(5,2)	-0.99609375	-0.998046875	-0.99609375	0
(5,3)	-0.13114384242580007	-0.13191471644826896	-0.9921875	0
(5,4)	2.6638671874999997	2.896191406249965	-0.9999999999999996	0
(5,5)	-0.1318343734741212	0	-0.1311425781258283	0


x = 1
		N	E	W	S
(1,1)	0	-0.9998779296875	0	-0.999969482421875
(1,2)	0	-0.99609375	-0.99609375	-0.998046875
(1,3)	0	-0.984375	-0.9375	-0.984375
(1,4)	0	-0.12476374098202993	-0.875	-0.45828125003181414
(1,5)	0	0	-0.99609375	2.9489258926004496
(2,1)	-0.9990234375	-0.998046875	0	-0.998046875
(2,2)	-0.99609375	-0.9921875	-0.99609375	-0.99609375
(2,3)	-0.96875	-0.16677169246154636	-0.9375	-0.9375
(2,4)	-0.9375	2.944456812103226	-0.9921875	-0.9990234375
(2,5)	-0.12042412793704566	0	-0.12954025796835766	-0.11505329384208068
(3,1)	-0.96875	-0.875	0	-0.2038978576660157
(3,2)	-0.9375	-0.9375	-0.9375	-0.984375
(3,3)	-0.9921875	-0.984375	-0.96875	-0.1499554630287498
(3,4)	-0.21696107968084763	-0.11656565185313665	-0.96875	-0.999755859375
(3,5)	2.949822354375768	0	-0.9999999999998863	-0.9999999999999432
(4,1)	-0.75	-0.875	0	2.8766021728515625
(4,2)	-0.75	-0.254147949218778	-0.28022949218750004	-0.1303548392940779
(4,3)	-0.99609375	-0.984375	-0.9375	2.899196541216224
(4,4)	-0.9921875	-0.984375	-0.185317600297631	-0.13055860924444918
(4,5)	-0.11738888659063831	0	-0.9921875	-0.99609375
(5,1)	-0.14879882812500006	-0.1311265695098222	0	0
(5,2)	-0.9999990463256836	2.8998809804805203	2.8990437954664228	0
(5,3)	-0.1307240500021727	-0.1306120617958369	-0.13003570773080364	0
(5,4)	-0.9999999995343387	-0.9999999999708962	2.899806593827088	0
(5,5)	-0.9998779296875	0	-0.13081099624290402	0


Terminal state reached at this iteration
step :	5706
x = 0
		N	E	W	S
(1,1)	0	-0.2802319335937501	0	-0.13114293158054358
(1,2)	0	-0.75	2.2899414062499996	-0.5
(1,3)	0	-0.6493943633853569	-0.5	-0.13118254179660205
(1,4)	0	2.513876109885306	-0.96875	-0.984375
(1,5)	0	0	-0.99609375	-0.9921875
(2,1)	2.8961890846490856	2.4256591796875	0	-0.96875
(2,2)	-0.768125	-0.15419616806654807	-0.17330818176269536	-0.1311425783793051
(2,3)	-0.9999847412109375	-0.96875	2.5439453125	2.8961914062499865
(2,4)	-0.8122625473025854	-0.8688880493168587	-0.5030718326324132	-0.1311620032889611
(2,5)	2.8801934675669623	0	-0.99951171875	-0.998046875
(3,1)	-0.1470357771217824	-0.13114258087155084	0	-0.9375
(3,2)	2.877148364860477	2.89619140625	-0.9999999962747097	-0.9999999999997726
(3,3)	-0.1311425781250587	-0.13114257812500033	-0.13114257812500008	-0.13114257812500008
(3,4)	-0.99609375	-0.96875	2.89619140625	2.6962890624999996
(3,5)	-0.9375	0	-0.3430452011275339	-0.13586061482128203
(4,1)	-0.9990234375	-0.99951171875	0	-0.9990234375
(4,2)	-0.1311425781250002	-0.14098511840879843	-0.99609375	-0.875
(4,3)	2.89619140625	2.7400466918945314	-0.9999980926513672	-0.9999923706054688
(4,4)	-0.18780265808105479	-0.18673218094577532	-0.1413325715074354	-0.13114623936559877
(4,5)	-0.99609375	0	2.5421142578125	2.895960807800293
(5,1)	-0.9999980926513672	-0.9999961853027344	0	0
(5,2)	-0.9990234375	-0.9990234375	-0.9990234375	0
(5,3)	-0.13114258800235007	-0.13123909541541004	-0.998046875	0
(5,4)	2.75146484375	2.89619140625	-1.0	0
(5,5)	-0.13155765533447278	0	-0.13114257812500008	0


x = 1
		N	E	W	S
(1,1)	0	-0.99993896484375	0	-0.9999847412109375
(1,2)	0	-0.9990234375	-0.9990234375	-0.9990234375
(1,3)	0	-0.9921875	-0.984375	-0.9921875
(1,4)	0	-0.06414886076753464	-0.96875	-0.26689628211899075
(1,5)	0	0	-0.9999923706054688	3.1225162412947327
(2,1)	-0.9990234375	-0.9990234375	0	-0.99951171875
(2,2)	-0.9990234375	-0.9990234375	-0.9990234375	-0.998046875
(2,3)	-0.96875	-0.08516308679899255	-0.96875	-0.96875
(2,4)	-0.9375	3.117405330213655	-0.99609375	-0.9990234375
(2,5)	-0.06324512761158019	0	-0.08686475214941128	-0.06425700585554846
(3,1)	-0.96875	-0.9375	0	-0.14363325119018563
(3,2)	-0.9375	-0.96875	-0.96875	-0.9921875
(3,3)	-0.9921875	-0.984375	-0.984375	-0.14009825033194126
(3,4)	-0.21696107968084763	-0.09314340011208902	-0.96875	-0.999755859375
(3,5)	3.1218416557989555	0	-0.9999999999999432	-0.9999999999999858
(4,1)	-0.875	-0.875	0	2.894091033935547
(4,2)	-0.75	-0.19214316040977383	-0.28022949218750004	-0.13019527257496089
(4,3)	-0.99609375	-0.984375	-0.9375	2.899767521000467
(4,4)	-0.9921875	-0.984375	-0.185317600297631	-0.13001462110419848
(4,5)	-0.09679302786057044	0	-0.99609375	-0.99609375
(5,1)	-0.14879882812500006	-0.1311265695098222	0	0
(5,2)	-0.9999995231628418	2.89999093410338	2.8998693164438007	0
(5,3)	-0.1307240500021727	-0.13015622338051808	-0.13000345638248328	0
(5,4)	-0.9999999995343387	-0.9999999999854481	2.8999952927191885	0
(5,5)	-0.9998779296875	0	-0.13041079818561946	0


##################################################################################
Experiment 6		run: 2		seed: 416
step :	100
x = 0
		N	E	W	S
(1,1)	0	0	0	0
(1,2)	0	-0.5	-0.5	0
(1,3)	0	-0.5	-0.875	0
(1,4)	0	0	-0.875	-0.875
(1,5)	0	0	-0.75	0
(2,1)	0	0	0	0
(2,2)	0	0	0	0
(2,3)	0	0	0	0
(2,4)	-0.875	0	0	0
(2,5)	-0.5	0	0	0
(3,1)	0	0	0	0
(3,2)	0	0	0	0
(3,3)	0	0	0	0
(3,4)	0	0	0	0
(3,5)	0	0	0	0
(4,1)	0	0	0	0
(4,2)	0	0	0	0
(4,3)	0	0	0	0
(4,4)	0	0	0	-0.5
(4,5)	0	0	0	0
(5,1)	0	-0.5	0	0
(5,2)	0	-0.9375	0	0
(5,3)	0	-0.75	-0.875	0
(5,4)	-0.5	0.22499999999999998	0	0
(5,5)	0	0	0	0


x = 1
		N	E	W	S
(1,1)	0	-0.9375	0	-0.875
(1,2)	0	-0.5	-0.75	-0.96875
(1,3)	0	-0.5	0	-0.5
(1,4)	0	0	0	-0.5
(1,5)	0	0	0	0
(2,1)	-0.9375	-0.5	0	-0.5
(2,2)	-0.9375	0	-0.875	-0.5
(2,3)	-0.5	-0.5	-0.75	0
(2,4)	0	-0.5	-0.5	0
(2,5)	0	0	0	0
(3,1)	0	-0.5	0	-0.75
(3,2)	0	-0.75	-0.5	-0.5
(3,3)	-0.75	0	0	0
(3,4)	0	0	0	0
(3,5)	0	0	0	0
(4,1)	-0.5	-0.5	0	-0.5
(4,2)	-0.75	0	-0.5	-0.5
(4,3)	0	0	-0.5	0
(4,4)	0	0	-0.5	0
(4,5)	0	0	0	0
(5,1)	0	0	0	0
(5,2)	-0.5	0	0	0
(5,3)	0	0	0	0
(5,4)	-0.5	0	-0.5	0
